user_id,movie_id,view_count,liked,saved,shared,comment_count,search_count,movie_interaction_count,target_score,account_age_days,total_views,total_likes,total_saves,total_shares,total_comments,total_searches,avg_interaction_weight,favorite_genres,preferred_runtime,preferred_release_year,favorite_directors,favorite_writers,user_interaction_count,active_days,genres,rate,release_year,runtime,country,is_series,adult,director_id,writer_id,producer_id,popularity,days_since_last_interaction
1,384,2,False,False,False,1,1,4,1.0,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,999,"['War', 'Western']",6.3,2002,103,Germany,False,False,38,56,97,257,33.00000233936343
1,420,0,False,False,False,1,0,1,0.5,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,974,"['War', 'TV Movie', 'Documentary']",6.1,2015,136,Japan,False,False,100,102,95,934,179.00000233921295
1,63,2,False,False,False,0,2,4,0.6,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,981,"['Romance', 'TV Movie', 'Family']",8.0,2021,166,India,False,True,38,57,52,3788,87.0000023390625
1,30,0,False,False,False,0,1,1,0.1,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,579,"['Drama', 'Horror', 'Western']",8.0,1996,139,India,False,False,7,24,82,2865,309.00000233891205
1,371,6,False,False,False,1,2,9,1.9,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,1177,"['Science Fiction', 'Thriller']",4.8,2011,75,South Korea,False,False,56,150,62,1053,260.0000023387616
1,435,2,False,False,False,0,2,4,0.6,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,211,"['Documentary', 'Thriller']",5.6,1994,171,France,True,False,62,139,5,3333,365.00000233861107
1,289,3,False,False,False,0,2,5,0.8,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,220,"['Animation', 'Comedy', 'Thriller']",4.8,2005,84,USA,False,False,31,75,34,2679,284.00000233842593
1,120,2,False,True,True,0,2,6,3.3,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,146,"['Western', 'Animation']",9.1,1989,95,USA,False,False,85,109,63,2484,272.000002338287
1,435,1,False,False,False,1,1,3,0.8,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,945,"['Documentary', 'Thriller']",5.6,1994,171,France,True,False,62,139,5,3293,302.00000233809027
1,287,1,True,True,False,0,1,4,2.8,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,847,"['Action', 'Horror', 'Western']",8.4,2004,169,Japan,True,False,31,108,63,1964,317.0000023379514
1,154,2,False,False,False,1,2,5,1.1,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,500,"['Animation', 'Romance']",7.5,1991,144,Japan,False,False,85,76,40,4498,81.0000023378125
1,292,5,False,False,False,1,2,8,1.7,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,988,"['Science Fiction', 'Fantasy']",8.9,1985,95,Japan,False,False,6,56,42,3154,33.00000233768518
1,246,3,False,False,False,1,2,6,1.3,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,698,['Thriller'],5.0,1990,117,South Korea,False,False,103,104,81,1715,355.00000233753474
1,459,2,False,False,False,0,2,4,0.6,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,1211,"['Mystery', 'Action']",4.7,2025,106,Canada,False,False,95,9,26,3541,222.00000233738425
1,154,2,False,True,False,1,1,5,2.5,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,1162,"['Animation', 'Romance']",7.5,1991,144,Japan,False,False,85,76,40,2813,278.00000233725694
1,34,1,False,True,False,0,2,4,1.9,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,484,"['Crime', 'Family', 'Documentary']",9.7,1991,127,USA,False,False,101,106,86,1427,339.0000023370486
1,311,4,True,True,False,1,2,9,4.0,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,160,"['Horror', 'Science Fiction', 'Action']",5.5,1995,163,UK,False,False,93,1,7,4713,249.00000233689815
1,440,2,False,False,False,0,1,3,0.5,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,235,['Crime'],6.7,1980,97,Canada,False,False,109,133,69,4861,305.0000023367708
1,232,2,False,False,False,0,0,2,0.4,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,949,['Action'],4.5,2015,86,Iran,False,True,53,100,100,2675,284.0000023366204
1,468,0,False,True,False,0,0,1,1.5,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,200,"['Documentary', 'Action', 'Music']",8.5,1995,116,UK,False,False,50,49,68,3657,90.00000233648147
1,175,3,False,False,False,0,0,3,0.6,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,631,"['Music', 'Mystery']",6.1,2005,81,South Korea,False,False,10,99,65,3334,35.00000233634259
1,421,1,False,True,False,0,0,2,1.7,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,1226,['Comedy'],8.3,2008,175,France,True,False,101,87,71,900,350.0000023362037
1,160,1,False,False,False,1,0,2,0.7,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,1222,"['Drama', 'History']",8.0,2011,100,UK,True,False,23,114,12,3114,167.00000233605326
1,53,5,False,False,True,1,2,9,2.9,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,1013,"['Romance', 'Crime', 'Science Fiction']",5.1,1996,123,Iran,False,False,98,98,36,513,46.00000233590278
1,457,1,False,False,False,1,1,3,0.8,1270,123,11,10,7,26,58,1.556,"['History', 'Science Fiction', 'Fantasy']",129,2001,"[100, 25, 14]","[48, 7, 69]",50,446,"['Action', 'Family']",4.5,1980,138,Germany,False,False,103,128,48,1148,297.0000023357639
2,407,2,False,False,False,1,0,3,0.9,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,389,"['Western', 'Documentary', 'Mystery']",7.8,2003,150,UK,False,False,117,58,67,1156,18.000002331932873
2,299,1,False,False,False,1,0,2,0.7,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,396,"['War', 'TV Movie']",4.4,1997,124,France,False,False,103,135,32,217,303.0000023317477
2,190,5,False,True,False,1,0,7,3.0,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,489,"['Family', 'War', 'Adventure']",9.3,1991,128,France,False,True,108,102,64,4017,199.00000233158565
2,441,2,False,False,False,1,2,5,1.1,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,130,"['Horror', 'TV Movie', 'History']",5.5,2016,81,Canada,True,False,28,66,61,4438,329.0000023314236
2,163,3,False,False,False,0,1,4,0.7,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,631,['Animation'],4.4,2005,166,India,False,False,106,148,10,4103,273.00000233128475
2,72,2,True,False,False,1,0,4,1.9,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,921,['War'],4.4,1980,127,India,False,False,5,60,37,144,18.000002331122683
2,148,1,True,True,True,2,1,7,5.0,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,695,"['Animation', 'Thriller']",7.2,2012,145,USA,False,False,82,100,48,469,172.00000233097222
2,337,4,False,False,False,1,1,6,1.4,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,88,"['History', 'Drama', 'Crime']",7.0,1995,82,Canada,False,False,93,7,84,3331,60.000002330821765
2,458,3,False,False,False,1,1,5,1.2,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,434,"['Adventure', 'Horror']",4.5,1989,82,Japan,False,False,61,47,25,4295,234.0000023306713
2,182,1,False,False,False,0,2,3,0.4,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,1099,['Romance'],6.9,2019,135,USA,False,False,72,84,85,1230,296.0000023305324
2,257,2,False,False,False,0,2,4,0.6,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,478,"['Family', 'History', 'Adventure']",6.6,2002,179,UK,False,False,100,61,27,600,18.000002330381943
2,248,2,True,False,False,0,2,5,1.6,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,290,['Drama'],5.2,2025,178,UK,False,False,69,48,47,4015,334.00000233015044
2,375,2,False,False,False,0,0,2,0.4,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,40,"['Horror', 'Comedy', 'Music']",7.3,2017,148,Canada,False,False,69,74,55,3870,316.00000233000003
2,242,0,False,False,False,0,1,1,0.1,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,94,['Comedy'],5.5,2012,170,South Korea,False,False,29,115,48,1998,359.0000023298611
2,274,7,True,False,False,2,2,12,3.6,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,268,['Action'],7.4,1980,108,Germany,True,False,102,102,65,127,88.00000232972222
2,170,4,True,False,False,0,0,5,1.8,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,103,"['Science Fiction', 'Drama']",6.0,1989,115,Iran,False,False,52,34,98,2527,49.000002329571764
2,356,2,False,False,False,1,2,5,1.1,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,935,"['Adventure', 'Comedy']",8.7,1982,112,Iran,False,False,95,30,13,1408,302.00000232943285
2,87,0,False,False,False,0,1,1,0.1,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,131,"['Comedy', 'Thriller']",9.3,1980,167,France,False,False,20,20,61,881,58.000002329247685
2,249,1,True,True,False,1,0,4,3.2,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,1019,"['Drama', 'Science Fiction']",4.7,2022,137,South Korea,False,False,50,101,76,4884,315.0000023291088
2,316,2,False,False,False,0,2,4,0.6,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,452,"['History', 'Western', 'Family']",4.6,2005,148,South Korea,False,False,47,1,55,526,103.00000232895835
2,379,2,False,False,False,0,1,3,0.5,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,873,['Action'],8.3,1992,154,India,False,False,91,95,97,2773,347.00000232881945
2,93,7,True,True,False,0,2,11,4.1,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,824,['Science Fiction'],9.5,2017,113,Canada,False,False,39,51,50,2666,61.00000232868056
2,479,1,False,False,False,1,0,2,0.7,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,1180,['Horror'],4.1,2024,180,Japan,False,False,74,147,20,4481,70.00000232854167
2,339,4,False,False,False,1,0,5,1.3,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,659,"['Family', 'War', 'TV Movie']",9.3,2022,120,South Korea,False,False,85,143,24,1756,23.000002328391204
2,329,2,False,False,False,1,1,4,1.0,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,356,"['Music', 'Adventure', 'Thriller']",8.6,1984,114,South Korea,False,False,68,146,4,2758,32.000002328206016
2,155,3,False,False,False,1,2,6,1.3,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,248,"['Romance', 'Documentary']",8.0,2002,132,USA,False,False,79,112,36,2253,72.00000232806713
2,362,3,False,False,False,0,1,4,0.7,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,851,"['Family', 'Horror', 'Thriller']",7.0,2024,154,UK,False,False,62,89,85,1386,356.00000232788193
2,475,7,True,False,False,2,0,10,3.4,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,758,"['Western', 'Music', 'Science Fiction']",8.1,2007,88,France,False,False,65,87,85,4543,84.00000232770833
2,50,5,False,False,False,1,1,7,1.6,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,899,"['Action', 'Mystery', 'TV Movie']",4.0,2002,113,Canada,False,False,54,138,96,2005,297.00000232756946
2,139,3,False,False,False,1,2,6,1.3,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,84,"['History', 'Science Fiction', 'Family']",7.1,1999,178,India,False,False,87,147,57,1102,51.00000232743055
2,384,2,False,False,False,1,2,5,1.1,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,771,"['War', 'Western']",6.3,2002,103,Germany,False,False,38,56,97,1302,8.000002327291666
2,354,1,False,True,True,0,0,3,2.9,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,998,"['History', 'Documentary']",4.2,2011,101,India,False,True,86,23,15,671,3.000002327152778
2,211,0,False,False,False,1,1,2,0.6,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,15,"['Romance', 'Western', 'Thriller']",4.8,1995,107,Germany,False,False,58,95,12,1479,45.00000232700231
2,99,0,True,True,False,2,0,4,3.5,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,582,['Family'],9.0,2023,125,South Korea,False,False,2,68,69,3419,355.00000232686347
2,487,0,False,False,False,0,1,1,0.1,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,975,"['Western', 'Drama', 'Thriller']",5.4,1984,109,Canada,False,False,12,29,86,1049,105.00000232671297
2,337,7,False,False,False,0,2,9,1.6,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,294,"['History', 'Drama', 'Crime']",7.0,1995,82,Canada,False,False,93,7,84,2229,267.0000023265741
2,95,2,False,False,False,1,1,4,1.0,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,923,['Western'],9.0,1983,152,India,False,False,100,59,78,3385,122.0000023264352
2,394,4,False,False,False,1,0,5,1.3,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,358,"['War', 'Crime', 'Comedy']",4.2,2016,151,Canada,False,False,40,54,96,318,305.0000023262963
2,400,1,True,True,False,0,1,4,2.8,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,369,"['Science Fiction', 'Music']",8.5,2011,145,UK,False,False,108,72,18,4105,313.0000023261574
2,490,2,False,False,False,0,2,4,0.6,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,181,['Family'],9.5,1989,179,Japan,True,False,15,79,58,2477,178.00000232601852
2,202,1,False,False,False,1,0,2,0.7,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,858,['Animation'],9.7,2010,79,Japan,False,False,99,108,48,47,285.0000023258796
2,315,0,False,False,False,0,0,0,0.0,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,483,"['Documentary', 'Adventure']",4.6,1993,99,Canada,False,False,94,139,34,1582,60.000002325717595
2,293,2,False,True,False,0,0,3,1.9,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,1086,['Animation'],8.1,2002,125,South Korea,True,False,105,45,4,793,316.0000023255787
2,341,3,False,False,False,0,2,5,0.8,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,742,['Family'],6.1,1999,128,Iran,False,False,60,31,61,4431,259.0000023254283
2,363,7,True,False,False,0,2,10,2.6,1197,126,12,8,2,31,53,1.448,"['Action', 'Crime', 'War', 'Science Fiction']",127,2001,"[50, 79, 74, 58]","[53, 82, 77]",50,450,"['Mystery', 'Crime', 'Adventure']",4.1,1990,139,India,False,False,10,126,42,3812,320.00000232530095
