user_id,movie_id,target_score,account_age_days,total_views,total_likes,total_saves,total_shares,total_comments,total_searches,total_watches,total_completes,avg_interaction_weight,favorite_genres,preferred_runtime,preferred_release_year,favorite_directors,favorite_writers,user_interaction_count,active_days,genres,rate,release_year,runtime,country,is_series,adult,director_id,writer_id,producer_id,popularity
468,2269,5.7,274,1367,271,143,76,162,773,456,226,0.46,"[18, 15, 6, 16, 8, 5]",156,1995,"[99, 100, 67]","[81, 31, 36, 57]",3474,238,"[10, 8, 9]",4.0,2014,70,Canada,True,True,50,89,20,3505
853,7371,4.8,861,1853,394,149,89,10,783,294,194,0.43,"[1, 12, 10, 13, 14, 15]",113,2014,"[63, 29]","[56, 63, 4]",3766,399,"[13, 6]",8.6,1988,139,Japan,True,False,76,73,85,444
336,1508,4.7,434,669,172,194,48,142,770,487,425,0.57,"[9, 3, 16, 1, 12, 19]",66,2002,"[84, 9]",[97],2907,233,[7],8.6,2019,79,Germany,True,False,86,15,73,3571
593,2729,4.3,53,1179,346,96,50,101,77,303,124,0.53,"[10, 4, 2]",104,2014,"[85, 48, 9, 65]","[2, 54, 63]",2276,20,"[12, 15]",7.4,2007,82,Japan,False,False,60,56,94,9707
584,1282,7.2,777,58,253,83,23,249,217,181,66,0.68,"[9, 19, 1, 7, 2]",90,2006,"[72, 98, 31, 89]","[83, 92, 63, 58]",1130,345,[10],3.0,2024,91,France,False,False,71,68,45,6971
124,1893,3.6,395,244,380,137,97,94,196,110,94,0.74,"[9, 17, 10, 4, 14, 16]",97,1994,"[23, 39, 2]","[36, 6]",1352,162,"[10, 5, 16]",1.9,1980,133,France,False,False,57,44,24,841
156,4404,5.8,306,1943,155,21,31,60,571,391,213,0.36,"[17, 13, 15, 19]",98,2017,"[40, 73, 80, 8]",[98],3385,289,"[7, 9, 3]",2.4,1991,130,UK,True,True,53,58,89,9729
73,5982,1.4,479,541,403,160,75,101,435,58,34,0.56,"[5, 9, 19, 3]",67,1990,"[77, 96, 73]","[57, 16, 60]",1807,474,"[13, 9, 17]",5.9,2008,70,South Korea,True,False,95,42,78,4102
482,5722,5.7,1063,1876,142,46,74,223,650,416,251,0.39,"[16, 12, 14]",102,2000,[21],"[53, 89, 64]",3678,906,"[13, 18, 2]",5.1,2000,92,Italy,True,False,66,1,85,8889
779,3522,4.2,106,546,281,33,36,224,715,248,31,0.41,"[8, 6, 10]",130,1980,"[12, 29, 15, 60]",[83],2114,27,"[10, 17]",7.3,2006,166,Australia,False,True,59,71,19,6284
290,1715,5.2,612,1187,337,125,19,228,551,247,88,0.44,"[18, 19, 13, 15, 16]",101,1992,"[74, 50]","[100, 53]",2782,602,"[16, 13]",4.5,2022,161,India,True,False,5,17,65,9669
892,2646,3.8,317,961,400,67,43,203,665,41,21,0.4,"[11, 16, 2, 3, 4, 19]",147,1998,"[96, 12]","[13, 98, 82, 91]",2401,39,"[6, 10]",9.1,1982,101,USA,False,False,48,56,19,4000
510,2747,6.6,294,944,326,65,58,130,682,4,3,0.37,"[18, 6, 3, 15, 19]",135,1999,"[89, 33, 59, 39]","[50, 62]",2212,119,[13],6.1,2016,97,France,True,False,36,2,73,803
695,5835,7.6,281,1850,321,165,5,158,451,17,11,0.37,"[3, 10, 11, 14]",82,1992,"[70, 47]","[22, 33, 62]",2978,50,"[11, 4, 15]",9.7,1989,156,Germany,False,False,12,51,2,4332
111,7367,5.6,479,51,317,143,41,113,663,32,29,0.56,"[14, 4, 5, 2, 1]",98,2011,[13],"[69, 18]",1389,242,"[12, 18]",4.8,1989,173,Spain,True,False,79,53,36,536
558,4817,3.0,735,815,141,48,15,232,93,339,108,0.49,"[2, 11, 8]",76,2016,"[9, 98]","[76, 28]",1791,63,"[5, 1]",3.5,1989,76,Japan,False,True,15,85,4,2159
130,7580,7.9,863,232,381,16,60,229,796,185,131,0.49,"[15, 17, 8]",138,1982,"[59, 83, 4]",[62],2030,539,"[4, 16]",7.4,2008,69,UK,False,True,9,17,36,9590
813,8770,6.0,235,1340,333,196,70,110,440,231,227,0.51,"[14, 11, 15, 13]",113,1986,"[55, 41, 86]","[48, 20, 88]",2947,219,[3],8.5,1985,115,UK,False,True,72,8,76,9201
992,5381,2.9,590,720,53,147,64,108,158,336,246,0.6,"[4, 12, 18, 19]",157,1997,"[55, 72]",[78],1832,320,[6],3.5,1999,177,Italy,False,True,24,19,73,6566
350,2864,4.1,323,638,369,83,99,290,610,43,3,0.46,"[6, 2, 3, 9]",116,2022,"[63, 78, 57, 54]","[28, 97, 66]",2135,190,"[14, 4]",3.5,2023,135,Australia,False,True,29,51,77,897
123,6321,4.6,16,1529,220,44,16,194,545,360,117,0.38,"[3, 13, 2, 14, 1]",118,1984,"[74, 55, 52]","[38, 15, 52, 3]",3025,16,[15],8.5,2003,71,Spain,True,True,56,76,52,8584
523,9095,6.5,234,1044,99,198,44,179,744,490,419,0.52,"[8, 4, 5, 9]",85,1991,"[98, 84]",[23],3217,136,"[19, 15]",7.1,2016,142,India,False,False,20,57,9,7682
473,2695,4.8,926,116,188,73,9,46,629,304,259,0.58,"[15, 18, 2, 19, 16, 13]",133,2021,"[42, 78]","[65, 20, 8, 58]",1624,39,"[3, 17]",6.8,1982,91,Australia,False,True,47,48,37,6347
291,3953,4.7,517,682,41,149,84,72,358,158,100,0.49,"[3, 10, 13, 11]",164,1988,[83],"[66, 47, 3, 40]",1644,154,[11],9.5,2011,84,Germany,True,True,10,38,13,8317
852,9239,3.7,340,89,210,93,86,121,454,312,145,0.64,"[8, 18, 19, 10, 13, 15]",120,1992,"[87, 74, 57]","[99, 37, 100, 49]",1510,225,"[14, 6, 7]",8.2,1988,171,France,True,False,48,71,14,8452
94,5700,4.5,455,923,452,89,3,212,54,202,128,0.57,"[8, 13, 3, 12, 4]",63,2000,[92],"[19, 18, 5]",2063,419,"[5, 16]",5.0,1980,175,UK,True,False,28,20,71,9975
245,4068,3.4,860,1625,318,117,8,56,511,305,274,0.45,"[17, 8, 5]",97,2007,[79],"[31, 74, 54]",3214,655,"[3, 17, 12]",1.6,2013,129,Japan,True,False,61,6,82,6338
791,8756,7.8,681,90,180,139,43,89,797,350,237,0.58,"[6, 5, 3, 15, 1, 18]",85,1982,"[6, 41]","[66, 51, 70]",1925,137,"[2, 7]",3.6,1983,170,India,False,False,16,48,56,6553
947,6776,1.9,1064,1640,42,186,54,40,440,308,92,0.39,"[11, 4, 3, 19, 16]",97,1999,"[78, 92, 55, 22]","[45, 58, 6, 94]",2802,547,"[14, 9, 2]",1.7,2020,111,Italy,True,True,19,78,87,7179
620,8311,3.9,315,1943,189,95,56,39,587,70,67,0.33,"[13, 11, 9, 8, 2]",63,1991,"[67, 50, 72, 16]","[100, 34, 91]",3046,231,[10],7.2,2011,85,UK,True,True,58,23,92,7292
813,6194,5.0,741,459,62,51,17,121,505,13,5,0.31,"[15, 18, 5, 3, 2]",99,2005,"[68, 53, 99, 74]",[17],1233,521,"[3, 15, 18]",7.1,2002,76,Japan,True,True,56,65,8,2034
971,5336,5.1,1063,1732,40,64,25,282,281,64,38,0.31,"[17, 6, 5]",81,2022,"[73, 6, 4]",[6],2526,582,"[7, 14, 1]",5.5,2020,129,France,False,False,32,88,52,4873
209,5067,4.3,697,294,160,183,40,176,408,66,47,0.56,"[11, 8, 15]",75,1997,"[32, 19, 13, 7]","[50, 79, 54]",1374,622,[11],9.4,2000,84,Canada,False,False,64,40,64,379
52,5728,4.5,577,1223,451,167,86,240,292,274,4,0.51,"[14, 5, 9]",153,2003,"[47, 6, 52, 7]","[47, 71]",2737,507,[13],5.5,2015,95,South Korea,True,True,13,51,48,5555
40,1272,4.6,281,1646,242,132,58,76,620,457,263,0.45,"[11, 19, 6, 13]",138,1999,"[65, 66, 69]","[91, 73, 39, 61]",3494,171,"[11, 4]",9.8,2017,99,India,True,False,34,84,100,9477
842,6325,4.9,497,1172,485,179,14,97,19,225,80,0.58,"[5, 14, 7, 18, 9, 13]",138,2010,[91],"[67, 27]",2271,17,"[16, 17, 13]",3.8,1991,118,Japan,False,False,87,99,93,4331
965,8247,2.3,610,1443,106,176,90,250,324,245,89,0.44,"[10, 4, 13, 17, 14]",104,1989,"[6, 37, 92]",[45],2723,296,"[9, 16, 7]",2.8,2014,94,Japan,False,True,14,79,95,9614
339,7846,7.2,968,1395,394,35,0,281,161,208,167,0.47,"[16, 7, 10, 11, 5, 19]",67,1985,"[69, 95]",[23],2641,103,[2],10.0,2005,160,Australia,True,False,5,2,39,9305
872,7567,5.2,1033,558,98,28,42,83,748,234,165,0.4,"[6, 1, 11, 10, 16]",146,1992,"[79, 82]","[55, 66, 42, 12]",1956,959,"[4, 6, 5]",5.3,1995,60,France,False,True,58,97,35,5400
315,5054,5.5,328,1405,257,180,98,159,706,60,40,0.4,"[12, 8, 18, 5, 17]",79,2009,"[54, 90, 71]","[97, 69, 86, 28]",2905,208,"[3, 17, 15]",5.8,2003,69,South Korea,True,True,71,65,26,9383
94,7941,8.2,1046,1656,28,116,16,262,425,233,144,0.37,"[18, 15, 10]",152,1981,"[33, 1, 96, 28]",[6],2880,913,"[3, 18]",9.9,1984,179,Australia,True,False,53,24,99,2218
700,2848,3.8,273,242,91,137,50,270,130,372,114,0.68,"[1, 10, 15]",146,2014,"[69, 49, 30, 32]","[45, 20, 36, 25]",1406,179,[14],6.5,1981,90,Germany,True,True,77,5,58,9794
773,7999,4.1,116,1031,148,59,93,294,326,295,164,0.47,"[10, 5, 17, 8]",112,1999,"[8, 72, 76]","[81, 87]",2410,18,"[16, 2, 12]",9.5,2022,108,Japan,False,False,53,20,39,6167
937,4082,5.2,119,845,495,106,71,271,137,198,62,0.58,"[7, 11, 3, 15, 14]",107,1985,"[7, 35]","[87, 78, 6, 10]",2185,72,"[18, 7, 16]",2.9,2001,98,USA,True,True,95,16,96,7846
547,4768,4.6,736,535,184,131,63,238,100,411,369,0.7,"[11, 7, 12, 19, 18, 1]",132,1994,"[3, 34]","[38, 20, 26, 43]",2031,316,"[19, 8]",5.5,2021,180,India,False,False,98,63,93,8037
939,9719,3.5,121,69,429,19,85,24,782,3,3,0.47,"[8, 3, 5, 1]",87,2012,"[48, 8, 80, 82]","[85, 63, 3, 1]",1414,68,"[14, 1, 18]",5.8,1997,128,France,True,False,23,14,13,8591
383,8109,4.1,832,1157,124,178,28,153,700,423,41,0.41,"[3, 13, 18]",108,2015,"[8, 82, 2, 90]","[11, 64]",2804,471,"[11, 4, 17]",9.3,1994,87,South Korea,False,False,6,10,88,4593
952,5478,4.9,158,332,288,61,72,199,693,459,276,0.57,"[13, 5, 3, 12, 1]",72,2007,"[10, 44]","[100, 42, 4, 82]",2380,77,"[16, 8]",4.2,2004,115,Canada,False,True,99,80,38,4037
325,6315,6.2,739,187,2,78,56,184,779,138,26,0.36,"[3, 6, 14, 15]",131,2015,"[14, 4, 12, 46]",[77],1450,110,"[1, 10]",4.7,1985,152,Japan,True,True,88,49,22,2274
283,4290,2.2,863,991,400,19,46,128,252,369,320,0.56,"[7, 15, 4, 5, 16, 1]",110,2001,"[43, 57, 56, 84]","[39, 42]",2525,307,"[11, 6]",9.7,2000,97,India,False,True,42,49,36,6437
449,9796,4.2,597,1677,434,104,86,255,142,324,155,0.5,"[9, 5, 14, 13]",69,2008,"[75, 52, 69, 65]","[70, 5, 47, 90]",3177,71,"[3, 4, 8]",6.9,2002,81,India,True,False,97,43,56,1735
475,8412,6.6,1025,706,12,123,13,151,425,471,43,0.44,"[5, 12, 10]",103,2009,"[67, 62]","[61, 13, 57]",1944,309,"[3, 10]",1.4,1987,62,Italy,True,True,95,32,67,2858
191,4228,4.9,886,59,377,157,25,230,606,219,99,0.62,"[7, 19, 9]",156,1984,[69],"[47, 42]",1772,406,"[4, 9]",7.0,2011,127,India,False,False,79,51,76,1871
321,8389,3.3,242,625,59,46,47,72,523,198,107,0.4,"[19, 13, 14, 6]",122,2020,"[72, 22]","[37, 18, 24, 41]",1677,62,"[2, 12, 1]",5.4,1992,164,Spain,False,False,88,63,54,7272
231,8368,2.7,592,1598,234,144,95,253,562,261,57,0.41,"[9, 18, 12]",129,1982,"[70, 28, 55, 14]","[39, 5]",3204,173,"[12, 3]",5.0,1987,159,Germany,True,False,91,79,81,7015
612,6277,6.6,345,1441,149,74,73,136,526,460,347,0.47,"[5, 14, 2]",95,2021,"[90, 17]","[19, 92]",3206,166,[13],5.4,2016,140,France,False,False,58,10,82,1525
749,1752,4.3,939,1360,357,91,8,273,407,111,54,0.41,"[16, 9, 11, 10]",103,2015,"[73, 63]","[88, 98, 7]",2661,651,[15],1.1,1990,116,Australia,True,False,26,89,17,4945
54,7919,1.9,812,625,371,179,96,119,439,335,46,0.58,"[1, 7, 16]",69,1988,"[67, 88]","[2, 90, 44, 16]",2210,641,"[5, 16, 3]",3.1,1985,153,UK,True,False,48,39,18,6270
644,5942,4.0,311,1261,351,113,27,44,102,71,15,0.46,"[12, 14, 11, 5, 4, 16]",142,1985,"[71, 77]","[100, 89, 4]",1984,211,[17],6.5,1992,155,Spain,False,True,31,64,50,1847
882,9791,3.0,862,1118,349,44,97,241,788,37,1,0.37,"[1, 9, 7]",65,1983,"[65, 37, 81, 92]","[55, 90, 52, 11]",2675,375,"[5, 9, 3]",3.8,2012,177,Germany,True,False,51,76,82,1083
465,1480,3.9,113,1364,379,168,94,89,122,6,5,0.49,"[1, 6, 16, 12]",126,2013,"[22, 48, 17]","[94, 16, 99]",2227,40,"[14, 9]",5.7,1996,151,South Korea,True,False,59,66,47,908
759,1862,5.2,1043,90,439,3,31,23,483,186,98,0.6,"[6, 2, 14, 8]",101,1995,"[93, 41, 35, 10]","[16, 65, 87]",1353,6,[8],8.2,1982,111,UK,False,False,100,40,42,1415
476,7164,4.7,755,1990,252,197,99,100,750,461,279,0.45,"[5, 1, 14, 18]",89,2014,"[82, 89, 2]","[1, 98, 85]",4128,606,"[10, 4, 7]",5.8,1995,113,Australia,True,True,92,36,12,719
653,2731,2.2,808,1212,290,15,55,66,242,149,66,0.41,"[13, 11, 18, 15, 5]",89,1984,"[18, 100]",[20],2095,77,[15],5.2,2006,75,Japan,False,True,58,40,60,4341
94,2010,5.2,509,728,202,131,6,153,266,419,89,0.53,"[13, 15, 8]",72,2009,[18],[2],1994,496,[5],2.8,2005,107,India,True,False,10,3,9,3239
52,9173,7.3,345,887,420,185,50,254,30,195,174,0.64,"[6, 12, 7, 19, 5, 15]",117,1989,[79],"[83, 38]",2195,294,"[18, 16]",1.5,1997,109,Canada,False,True,83,68,32,8907
277,6813,4.6,369,653,305,56,3,143,59,414,241,0.63,"[19, 8, 6, 4, 16]",144,1995,"[69, 95, 8]","[74, 50]",1874,14,[6],3.1,2000,163,Italy,True,False,73,73,19,9225
239,6285,4.4,449,1078,244,0,42,103,133,174,45,0.41,"[2, 1, 5, 17, 13]",74,2013,"[10, 48, 91]","[76, 13, 44, 39]",1819,11,[6],7.6,2007,161,India,False,False,23,91,72,5846
972,6500,7.3,802,1976,290,8,23,162,626,113,81,0.32,"[16, 5, 11]",155,1984,"[45, 41]","[82, 12]",3279,790,"[1, 9]",2.9,2024,68,Italy,False,True,93,1,7,6323
104,2228,4.5,982,1769,295,166,97,115,166,231,18,0.45,"[10, 1, 11]",93,1986,[44],"[49, 21]",2857,808,"[3, 11, 16]",7.3,2007,180,India,True,False,21,7,13,5424
51,6052,7.0,805,1125,430,125,19,27,369,1,1,0.44,"[10, 16, 7]",72,1981,"[22, 82]","[11, 61, 15]",2097,586,"[16, 19]",9.1,1996,71,India,False,True,48,49,48,3056
578,1568,4.2,127,1540,356,170,12,43,684,176,138,0.42,"[19, 8, 2, 13, 14, 9]",113,2014,"[74, 31, 61, 39]",[51],3119,20,"[19, 17, 5]",2.1,2008,82,Canada,True,True,17,6,55,1283
398,9775,5.5,814,667,438,70,66,234,12,402,358,0.71,"[4, 14, 5, 17, 10, 15]",134,1986,[73],[37],2247,566,"[14, 9]",4.4,2011,133,South Korea,False,True,23,36,52,2356
764,8237,1.8,974,550,459,95,2,172,310,159,71,0.57,"[4, 8, 5, 10, 12, 18]",159,2000,"[94, 54, 78]",[25],1818,943,[14],7.7,2013,171,Italy,True,True,9,40,91,8303
34,5670,3.8,935,1880,184,180,25,140,377,421,237,0.45,"[4, 1, 8, 12, 17, 10]",117,1991,"[76, 71, 45, 21]","[96, 89, 12]",3444,52,[13],1.4,2016,159,Germany,True,True,87,27,35,6709
230,5631,3.3,517,1459,495,181,82,140,433,458,192,0.53,"[15, 9, 7, 19, 5]",146,2013,"[75, 14, 1, 66]","[72, 83, 77]",3440,313,"[4, 16]",1.6,1997,141,Italy,False,False,84,92,84,4895
739,8713,7.4,53,1018,151,66,53,207,397,377,18,0.41,"[11, 8, 16, 12]",124,1999,"[85, 72]","[38, 13]",2287,42,[9],7.5,2015,157,Canada,False,True,29,46,29,5031
55,6449,8.0,146,1821,99,128,15,195,542,152,105,0.35,"[5, 19, 7]",103,2006,"[19, 41, 92, 24]",[63],3057,121,"[6, 11, 2]",1.0,1997,86,Canada,True,False,98,100,12,2120
39,9524,1.8,1094,1496,191,3,41,271,195,9,0,0.32,"[8, 12, 10, 5]",73,2004,"[22, 9, 6]","[38, 59, 94]",2206,409,"[17, 11, 14]",9.0,1988,103,Australia,False,True,22,52,3,3742
385,3247,6.6,524,1216,24,169,13,10,49,353,59,0.46,"[15, 13, 4, 9, 8, 12]",79,1993,[39],"[85, 13, 67, 35]",1893,50,"[4, 17]",7.5,1987,96,UK,True,False,26,78,26,4308
933,4787,2.4,426,1911,246,84,30,1,13,343,45,0.41,"[19, 16, 5]",71,2012,[93],[33],2673,353,"[10, 9]",5.2,1986,164,Canada,True,False,47,87,41,6979
367,2699,6.3,897,549,449,187,11,190,350,93,14,0.58,"[13, 15, 9, 19, 12, 14]",121,2006,"[15, 17]",[21],1843,637,"[19, 16]",8.2,2023,116,Canada,False,False,79,4,88,2140
671,1190,5.3,644,1442,444,173,67,295,741,289,114,0.46,"[17, 19, 4, 14, 11]",153,1995,"[45, 85, 87, 83]","[20, 72, 79, 7]",3565,13,"[6, 17, 16]",8.7,1990,69,Australia,False,True,43,36,7,8305
91,8445,5.9,1021,647,60,127,95,9,105,206,105,0.58,"[18, 19, 1]",165,1985,"[66, 72, 27]","[44, 47, 7, 29]",1354,458,"[18, 16]",7.4,2003,151,Australia,True,True,98,85,29,35
144,3205,7.0,839,520,312,50,24,61,402,110,58,0.48,"[11, 4, 14, 2]",178,2020,[99],"[59, 85, 76, 65]",1537,110,"[1, 17]",7.6,2015,179,Spain,False,True,89,75,23,2103
408,6281,3.1,703,927,412,34,17,211,616,358,262,0.49,"[18, 11, 7, 17, 4]",139,1998,"[87, 17, 91]","[65, 70]",2837,302,"[4, 12, 16]",6.2,2022,150,Spain,False,False,2,67,14,414
700,1769,2.9,514,1719,31,176,100,151,208,385,277,0.48,"[12, 15, 4]",138,2023,"[96, 83]","[31, 66, 90, 37]",3047,150,"[13, 14]",9.6,2023,100,Japan,True,True,96,33,26,7259
192,5934,6.3,356,244,193,10,54,142,569,135,33,0.42,"[19, 9, 1, 11]",119,1989,[20],"[77, 7, 100]",1380,264,"[19, 18]",4.2,2000,127,Germany,True,True,65,21,54,8897
370,5203,1.5,602,1946,385,158,67,243,574,421,385,0.49,"[4, 12, 15]",90,2021,"[6, 88]","[49, 15, 50]",4179,224,"[10, 1, 17]",8.4,2003,125,Japan,False,False,6,38,84,3154
687,2154,2.6,437,868,427,26,26,275,719,449,379,0.52,"[3, 5, 1, 15, 12, 6]",64,1985,[7],"[33, 72]",3169,351,"[8, 9, 14]",4.5,2020,111,Spain,False,True,50,87,16,8762
806,3316,2.9,618,576,391,112,48,202,676,15,15,0.46,"[18, 8, 5, 13]",161,2014,"[82, 19, 39]","[2, 71, 72]",2035,89,[2],1.0,2018,110,Japan,True,False,27,96,95,5633
118,2143,4.9,372,1637,290,13,96,281,472,330,281,0.44,"[10, 3, 9]",72,1992,"[43, 46, 17, 86]","[13, 37]",3400,344,[11],5.4,2001,138,India,False,True,73,73,47,5182
861,2235,5.7,737,1391,375,84,61,236,456,183,78,0.43,"[18, 4, 6, 3, 14, 5]",169,1988,"[34, 94]",[94],2864,138,[17],6.7,2017,134,Spain,True,True,71,34,70,8842
476,4834,8.0,1027,812,186,128,1,122,628,350,84,0.44,"[15, 6, 18, 5]",154,2010,"[6, 29, 98]","[30, 9, 34, 48]",2311,186,[7],5.7,2003,109,Australia,False,True,6,84,42,1691
602,2938,0.6,160,515,192,57,66,207,361,418,176,0.55,"[16, 1, 17, 5, 8, 3]",89,1984,"[28, 20, 24]","[47, 78]",1992,133,"[8, 14, 11]",7.5,2010,146,Australia,False,True,76,21,83,6732
58,3979,2.3,341,1889,92,132,51,288,652,9,4,0.3,"[7, 15, 16]",171,2010,"[29, 53]","[75, 99]",3117,133,"[17, 9, 6]",7.5,2001,178,Australia,True,True,49,50,17,1778
899,3193,5.9,1089,1540,60,23,61,66,617,276,0,0.29,"[17, 14, 12, 2, 19, 9]",114,1994,"[99, 49, 45, 76]",[55],2643,1031,"[16, 8]",9.2,1985,96,South Korea,False,False,25,1,91,116
371,7522,2.9,219,872,333,149,32,133,548,216,144,0.5,"[9, 13, 7, 14, 19]",160,2015,"[23, 48, 72, 62]","[40, 74, 45]",2427,40,"[5, 4, 8]",5.0,2024,80,UK,True,False,44,71,79,852
66,1590,3.1,539,759,40,155,4,196,410,314,266,0.52,"[2, 6, 16, 15, 1]",85,2022,"[25, 5, 77]","[79, 22]",2144,228,"[8, 1]",9.8,1985,95,Spain,False,False,52,76,26,8482
621,8254,5.3,399,1904,206,147,0,133,179,208,129,0.41,"[18, 3, 17]",97,2001,[66],"[69, 74, 33]",2906,233,"[19, 16]",7.9,2001,159,Australia,False,True,62,15,34,1106
255,5091,8.2,589,817,344,191,43,38,567,476,91,0.53,"[11, 12, 7, 9, 3, 18]",147,1992,"[95, 26, 31, 34]","[30, 26]",2567,96,"[12, 5, 4]",2.1,1985,146,India,False,True,98,70,6,7901
228,6924,6.3,263,1076,409,108,61,276,33,257,177,0.58,"[6, 15, 4, 18, 19, 12]",61,1980,"[49, 75]",[42],2397,28,"[9, 6, 19]",3.1,2010,138,Italy,False,True,64,55,27,6866
834,2621,5.7,205,552,411,60,71,221,390,100,18,0.51,"[16, 1, 6, 14]",123,1988,"[63, 39, 33]",[51],1823,185,"[6, 2, 7]",8.3,2010,167,India,True,False,96,43,34,5914
591,2168,5.7,358,727,166,172,65,249,793,377,228,0.5,"[13, 10, 15]",140,1989,"[82, 44]","[81, 79, 74, 52]",2777,146,[6],4.1,2000,100,India,False,False,78,83,51,4444
746,5300,7.5,481,515,481,190,89,40,215,85,50,0.68,"[4, 3, 16]",130,1983,[99],"[68, 98, 11, 14]",1665,339,"[5, 3, 13]",3.8,1995,154,France,False,True,17,68,22,468
139,3233,5.7,363,1223,233,161,95,288,445,268,158,0.49,"[16, 18, 8, 3, 17]",99,2003,"[34, 20, 39, 2]",[67],2871,303,"[10, 16]",5.8,2024,178,Australia,False,False,2,99,56,4799
256,8460,2.6,335,798,424,96,28,134,81,216,160,0.61,"[17, 9, 10, 18]",112,1992,[24],"[38, 15]",1937,331,"[15, 9, 16]",2.7,1981,79,USA,True,True,14,37,35,2048
351,5078,3.0,861,1609,409,127,47,237,713,405,16,0.41,"[3, 5, 2, 9, 13]",110,1984,"[24, 25, 33, 49]",[16],3563,320,"[15, 8]",7.6,1982,85,Australia,True,True,61,50,88,5113
370,3583,6.1,107,446,498,28,30,222,332,7,2,0.52,"[19, 4, 13, 8, 1]",65,2017,"[89, 77, 20, 48]",[32],1565,86,"[3, 11]",9.4,2020,67,USA,False,True,90,69,14,2061
706,3539,5.6,774,1483,68,64,5,248,723,224,143,0.34,"[18, 16, 7, 6, 9]",104,2000,"[36, 77, 71, 21]",[68],2958,367,"[10, 9]",5.9,2009,60,India,False,True,3,80,47,3912
331,5193,5.5,840,659,56,24,66,34,44,427,66,0.51,"[2, 7, 4, 16]",84,1986,[74],"[85, 63, 68, 80]",1376,657,[12],3.0,1984,61,Germany,False,True,60,82,8,5913
855,7997,7.4,623,1934,110,132,12,51,742,118,68,0.31,"[7, 19, 17, 8, 10, 11]",82,2015,"[96, 14, 99, 82]","[87, 59, 90]",3167,80,[6],8.1,2015,111,Japan,False,True,69,77,57,5772
577,5521,5.2,439,1568,281,190,32,184,463,229,101,0.44,"[2, 10, 1]",126,1988,"[1, 39, 29]","[41, 3]",3048,193,"[17, 18, 5]",1.8,2009,105,Canada,True,False,47,75,32,3817
812,4714,5.2,989,999,422,176,89,295,97,304,153,0.61,"[19, 13, 3]",159,1983,"[45, 56, 54]",[99],2535,178,"[1, 13, 2]",3.7,1982,100,Japan,True,False,65,90,29,2509
152,4212,5.1,271,169,243,146,95,25,561,204,67,0.6,"[13, 17, 14]",159,2024,"[98, 18]","[72, 26, 63, 51]",1510,173,"[17, 8, 18]",1.6,2007,101,India,True,True,86,53,55,5984
