user_id,movie_id,view_count,liked,saved,shared,comment_count,search_count,interaction_count_x,target_score,account_age_days,total_views,total_likes,total_saves,total_shares,total_comments,total_searches,avg_interaction_weight,preferred_runtime,preferred_release_year,favorite_directors,favorite_writers,interaction_count_y,active_days,rate,release_year,runtime,country,is_series,adult,director_id,writer_id,producer_id,popularity,days_since_last_interaction,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Science Fiction,genre_Western,favorite_Action,favorite_Adventure,favorite_Animation,favorite_Comedy,favorite_Crime,favorite_Drama,favorite_Family,favorite_Fantasy,favorite_History,favorite_Horror,favorite_Music,favorite_Science Fiction,favorite_Western
348,1659,0.0,False,False,True,0.0,0.4,0.10526315789473684,0.11447058084761799,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0000000000000002,0.0,0.3333333333333428,"[9, 90, 4, 7]","[10, 91, 5, 7]",0.10526315789473684,0,0.0,1.0,0.6509433962264151,3,False,False,14,14,96,1.0000000000000002,3.1411942865509257,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
89,1463,0.1,True,True,False,0.0,0.6000000000000001,0.3157894736842105,0.28435293565324427,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.3157894736842105,0,0.0,1.0,0.6509433962264151,3,False,False,14,14,96,1.0000000000000002,0.0014607062962962963,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
355,462,0.8,True,True,False,0.16666666666666666,0.2,0.631578947368421,0.9999999999999999,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.631578947368421,0,0.24999970197684718,0.32727272727272805,0.34905660377358494,3,False,False,31,32,0,0.4000000000000001,0.0007637351851851852,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
260,386,0.1,False,True,False,0.0,0.2,0.15789473684210525,0.04223529059911679,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.15789473684210525,0,0.24999970197684718,0.32727272727272805,0.34905660377358494,3,False,False,31,32,0,0.4000000000000001,0.0007637351851851852,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
329,1529,0.4,True,True,False,0.0,0.0,0.3157894736842105,0.6065882346671344,0.0,0.3333333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.11764705882352988,0.0,"[1, 15]","[2, 95]",0.3157894736842105,0,0.3750001490115764,0.9636363636363683,0.49056603773584895,3,False,False,7,7,8,0.4000000000000001,0.00020665565972222222,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
94,378,0.30000000000000004,True,True,False,0.16666666666666666,0.4,0.42105263157894735,0.4007058662576245,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.42105263157894735,0,0.0,0.3999999999999986,0.19811320754716966,3,False,False,37,88,0,0.0,0.0012663241550925927,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
201,966,0.1,False,False,False,0.0,0.6000000000000001,0.21052631578947367,0.08870587691633755,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0000000000000002,0.0,0.3333333333333428,"[9, 90, 4, 7]","[10, 91, 5, 7]",0.21052631578947367,0,0.0,1.0,0.6509433962264151,3,False,False,14,14,96,1.0000000000000002,3.1411942865509257,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
403,92,0.5,True,True,False,0.5,0.6000000000000001,0.6842105263157894,0.694235322715502,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0000000000000002,0.0,0.3333333333333428,"[9, 90, 4, 7]","[10, 91, 5, 7]",0.6842105263157894,0,0.0,1.0,0.6509433962264151,3,False,False,14,14,96,1.0000000000000002,3.1411942865509257,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
430,884,0.2,True,True,False,0.3333333333333333,0.2,0.3684210526315789,0.3950588169873378,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0000000000000002,0.0,0.3333333333333428,"[9, 90, 4, 7]","[10, 91, 5, 7]",0.3684210526315789,0,0.49999940395369435,0.8000000000000043,0.7735849056603772,2,False,False,9,10,11,0.4000000000000001,3.1409076217592595,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
450,1870,0.7000000000000001,True,True,False,0.3333333333333333,0.6000000000000001,0.7368421052631579,0.9637647233553824,0.0,0.3333333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.11764705882352988,0.0,"[1, 15]","[2, 95]",0.7368421052631579,0,1.0,0.672727272727272,0.4339622641509433,3,False,False,1,2,3,0.2,0.00029100996527777774,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
138,47,0.8,True,True,False,0.5,0.2,0.7368421052631579,0.9999999999999999,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0000000000000002,0.0,0.3333333333333428,"[9, 90, 4, 7]","[10, 91, 5, 7]",0.7368421052631579,0,0.6249998509884236,0.0,0.0,3,False,False,90,91,0,0.4000000000000001,3.1410304948379633,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
375,598,0.1,False,False,False,0.0,0.2,0.10526315789473684,0.11623528155323534,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.10526315789473684,0,0.6249998509884236,0.836363636363636,0.990566037735849,2,False,False,9,10,11,0.2,0.0013899947916666668,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
96,500,0.2,True,True,False,0.16666666666666666,0.4,0.3684210526315789,0.3725882163650023,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.3684210526315789,0,0.0,1.0,0.6509433962264151,3,False,False,14,14,96,1.0000000000000002,0.0014607062962962963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
168,267,0.7000000000000001,True,True,False,0.3333333333333333,0.2,0.631578947368421,0.9307058834377869,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.631578947368421,0,0.0,0.20000000000000284,0.6509433962264151,1,False,False,15,110,111,0.0,0.0014817617939814813,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
479,508,0.4,True,True,False,0.0,0.0,0.3157894736842105,0.36529411544024315,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.3157894736842105,0,0.6249998509884236,0.6545454545454561,0.9339622641509433,3,False,False,12,0,13,0.4000000000000001,0.0014207170949074074,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
178,1635,0.2,False,True,False,0.0,0.2,0.21052631578947367,0.13388234120174256,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.21052631578947367,0,0.0,0.3999999999999986,0.19811320754716966,3,False,False,37,88,0,0.0,0.0012663241550925927,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
141,760,0.5,True,True,False,0.8333333333333333,0.4,0.7368421052631579,0.9292940948240481,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.7368421052631579,0,0.0,0.3999999999999986,0.19811320754716966,3,False,False,37,88,0,0.0,0.0012663241550925927,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
256,1707,0.2,True,True,False,0.0,0.4,0.3157894736842105,0.3270588224569406,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.3157894736842105,0,0.6249998509884236,0.6545454545454561,0.9339622641509433,3,False,False,12,0,13,0.4000000000000001,0.0014207170949074074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
158,1767,0.4,True,True,False,0.16666666666666666,0.8,0.5789473684210527,0.4009411643599142,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.5789473684210527,0,0.0,0.20000000000000284,0.6509433962264151,1,False,False,15,110,111,0.0,0.0014817617939814813,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
53,1379,0.6000000000000001,True,True,False,0.3333333333333333,0.6000000000000001,0.6842105263157894,0.8563529453302338,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.6842105263157894,0,0.0,0.20000000000000284,0.6509433962264151,1,False,False,15,110,111,0.0,0.0014817617939814813,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
138,654,0.7000000000000001,True,True,False,0.6666666666666666,0.4,0.7894736842105263,0.9844706057413227,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0000000000000002,0.0,0.3333333333333428,"[9, 90, 4, 7]","[10, 91, 5, 7]",0.7894736842105263,0,0.6249998509884236,0.0,0.0,3,False,False,90,91,0,0.4000000000000001,3.1410304948379633,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
305,1277,0.4,True,True,False,0.0,0.0,0.3157894736842105,0.6323529385984149,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.3157894736842105,0,0.6249998509884236,0.6545454545454561,0.9339622641509433,3,False,False,12,0,13,0.4000000000000001,0.0014207170949074074,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
322,1413,0.4,True,True,False,0.3333333333333333,0.2,0.47368421052631576,0.6357647084892827,0.0,0.3333333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.11764705882352988,0.0,"[1, 15]","[2, 95]",0.47368421052631576,0,1.0,0.672727272727272,0.4339622641509433,3,False,False,1,2,3,0.2,0.00029100996527777774,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
153,1293,0.7000000000000001,True,True,False,0.3333333333333333,0.4,0.6842105263157894,0.9396470710785744,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0000000000000002,0.0,0.3333333333333428,"[9, 90, 4, 7]","[10, 91, 5, 7]",0.6842105263157894,0,0.6249998509884236,0.3090909090909122,1.0,3,False,False,4,5,6,0.6000000000000001,3.1411148938078703,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
486,1196,0.1,False,False,False,0.0,0.8,0.2631578947368421,0.09964704583425413,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.2631578947368421,0,0.6249998509884236,0.836363636363636,0.990566037735849,2,False,False,9,10,11,0.2,0.0013899947916666668,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
289,1808,0.5,False,False,False,0.5,0.4,0.5263157894736842,0.6603529569706703,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0000000000000002,0.0,0.3333333333333428,"[9, 90, 4, 7]","[10, 91, 5, 7]",0.5263157894736842,0,0.6249998509884236,0.0,0.0,3,False,False,90,91,0,0.4000000000000001,3.1410304948379633,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
269,1416,0.6000000000000001,True,True,False,0.3333333333333333,0.4,0.631578947368421,0.8574117341982036,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.631578947368421,0,0.6249998509884236,0.3090909090909122,1.0,3,False,False,4,5,6,0.6000000000000001,0.0015001760300925925,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
350,842,0.2,True,True,False,0.0,0.6000000000000001,0.3684210526315789,0.3690588149537676,0.0,0.3333333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.11764705882352988,0.0,"[1, 15]","[2, 95]",0.3684210526315789,0,0.0,0.9818181818181841,0.15094339622641506,0,False,False,98,97,99,0.2,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
362,735,0.2,False,False,False,0.0,0.4,0.21052631578947367,0.5027058931147763,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.21052631578947367,0,0.0,1.0,0.6509433962264151,3,False,False,14,14,96,1.0000000000000002,0.0014607062962962963,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
17,841,0.0,False,False,False,0.16666666666666666,0.0,0.05263157894736842,0.015764692360966975,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0000000000000002,0.0,0.3333333333333428,"[9, 90, 4, 7]","[10, 91, 5, 7]",0.05263157894736842,0,0.0,1.0,0.6509433962264151,3,False,False,14,14,96,1.0000000000000002,3.1411942865509257,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
224,702,0.7000000000000001,True,True,False,0.8333333333333333,0.2,0.7894736842105263,0.9791764510321367,0.0,0.3333333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.11764705882352988,0.0,"[1, 15]","[2, 95]",0.7894736842105263,0,0.3750001490115764,0.16363636363636402,0.7735849056603772,1,False,False,15,95,0,0.4000000000000001,0.0001557708101851852,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
443,1846,0.7000000000000001,True,True,True,0.3333333333333333,0.4,0.6842105263157894,0.8854117525704589,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.6842105263157894,0,0.6249998509884236,0.836363636363636,0.990566037735849,2,False,False,9,10,11,0.2,0.0013899947916666668,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
346,1878,0.6000000000000001,True,True,True,0.16666666666666666,0.6000000000000001,0.631578947368421,0.7029411771924438,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.631578947368421,0,0.0,0.3999999999999986,0.19811320754716966,3,False,False,37,88,0,0.0,0.0012663241550925927,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
120,758,0.5,True,True,False,0.5,0.2,0.5789473684210527,0.6464706143664655,0.0,0.3333333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.11764705882352988,0.0,"[1, 15]","[2, 95]",0.5789473684210527,0,0.3750001490115764,0.9636363636363683,0.49056603773584895,3,False,False,7,7,8,0.4000000000000001,0.00020665565972222222,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
216,47,0.7000000000000001,True,True,False,0.5,0.0,0.631578947368421,0.8981176397247709,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0000000000000002,0.0,0.3333333333333428,"[9, 90, 4, 7]","[10, 91, 5, 7]",0.631578947368421,0,0.49999940395369435,0.8000000000000043,0.7735849056603772,2,False,False,9,10,11,0.4000000000000001,3.1409076217592595,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
204,1215,0.30000000000000004,True,True,False,0.0,0.4,0.3684210526315789,0.5468234984090994,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0000000000000002,0.0,0.3333333333333428,"[9, 90, 4, 7]","[10, 91, 5, 7]",0.3684210526315789,0,0.49999940395369435,0.8000000000000043,0.7735849056603772,2,False,False,9,10,11,0.4000000000000001,3.1409076217592595,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
124,1699,0.1,True,True,False,0.16666666666666666,0.2,0.2631578947368421,0.3349411861682021,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0000000000000002,0.0,0.3333333333333428,"[9, 90, 4, 7]","[10, 91, 5, 7]",0.2631578947368421,0,0.6249998509884236,0.0,0.0,3,False,False,90,91,0,0.4000000000000001,3.1410304948379633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
415,1899,0.9,True,True,False,0.16666666666666666,0.0,0.631578947368421,0.9999999999999999,0.0,0.3333333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.11764705882352988,0.0,"[1, 15]","[2, 95]",0.631578947368421,0,0.3750001490115764,0.16363636363636402,0.7735849056603772,1,False,False,15,95,0,0.4000000000000001,0.0001557708101851852,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
212,1883,0.1,False,False,False,0.0,0.4,0.15789473684210525,0.04717646309331208,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0000000000000002,0.0,0.3333333333333428,"[9, 90, 4, 7]","[10, 91, 5, 7]",0.15789473684210525,0,0.0,1.0,0.6509433962264151,3,False,False,14,14,96,1.0000000000000002,3.1411942865509257,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
321,659,0.2,True,True,False,0.3333333333333333,0.4,0.42105263157894735,0.2990588040846852,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.42105263157894735,0,0.6249998509884236,0.836363636363636,0.990566037735849,2,False,False,9,10,11,0.2,0.0013899947916666668,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
348,1115,0.30000000000000004,True,True,False,0.3333333333333333,0.4,0.47368421052631576,0.5452941133365498,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.47368421052631576,0,0.0,1.0,0.6509433962264151,3,False,False,14,14,96,1.0000000000000002,0.0014607062962962963,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
201,1481,0.8,True,True,False,0.16666666666666666,0.4,0.6842105263157894,0.9999999999999999,0.0,0.3333333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.11764705882352988,0.0,"[1, 15]","[2, 95]",0.6842105263157894,0,0.24999970197684718,0.41818181818182154,0.26415094339622636,3,False,False,22,23,24,0.0,0.00019156956018518518,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
394,792,0.30000000000000004,False,False,False,0.16666666666666666,0.2,0.2631578947368421,0.36588234316518964,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.2631578947368421,0,0.0,0.20000000000000284,0.6509433962264151,1,False,False,15,110,111,0.0,0.0014817617939814813,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
292,89,0.5,True,True,False,0.3333333333333333,0.4,0.5789473684210527,0.8934117478020874,0.0,0.3333333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.11764705882352988,0.0,"[1, 15]","[2, 95]",0.5789473684210527,0,1.0,0.672727272727272,0.4339622641509433,3,False,False,1,2,3,0.2,0.00029100996527777774,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
311,1116,0.7000000000000001,False,False,False,0.5,0.4,0.631578947368421,0.933764723705998,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.631578947368421,0,0.6249998509884236,0.3090909090909122,1.0,3,False,False,4,5,6,0.6000000000000001,0.0015001760300925925,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
145,269,0.4,True,True,False,0.0,0.4,0.42105263157894735,0.5952941361265612,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6404392828552448,1.0,1.0,"[9, 4, 12, 14]","[10, 5, 14]",0.42105263157894735,0,0.0,0.3999999999999986,0.19811320754716966,3,False,False,37,88,0,0.0,0.0012663241550925927,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
27,678,0.2,True,True,False,0.16666666666666666,0.4,0.3684210526315789,0.35447057804269344,0.0,0.3333333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.11764705882352988,0.0,"[1, 15]","[2, 95]",0.3684210526315789,0,0.3750001490115764,0.16363636363636402,0.7735849056603772,1,False,False,15,95,0,0.4000000000000001,0.0001557708101851852,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
