user_id,movie_id,view_count,liked,saved,shared,comment_count,search_count,interaction_count_x,target_score,last_interaction,account_age_days,total_views,total_likes,total_saves,total_shares,total_comments,total_searches,avg_interaction_weight,favorite_genres,preferred_runtime,preferred_release_year,favorite_directors,favorite_writers,interaction_count_y,active_days,genres,rate,release_year,runtime,country,is_series,adult,director_id,writer_id,producer_id,popularity
430,884,2,True,True,False,2,1,7,0.4858,2026-07-16 10:23:24.312005+00:00,3,5,3,2,1,0,0,0.7454545454545454,"['Adventure', 'Animation', 'Music']",156.0,1985.5,"[9, 90, 4, 7]","[10, 91, 5, 7]",7,0,['Music'],8.9,2001,178,New Zealand,False,False,9,10.0,11.0,3
450,1870,7,True,True,False,2,3,14,0.9692,2026-07-19 13:45:53.587264+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",14,0,"['Adventure', 'Comedy', 'Action']",9.3,1994,142,USA,False,False,1,2.0,3.0,2
138,47,8,True,True,False,3,1,14,1.0,2026-07-16 10:23:13.695771+00:00,3,5,3,2,1,0,0,0.7454545454545454,"['Adventure', 'Animation', 'Music']",156.0,1985.5,"[9, 90, 4, 7]","[10, 91, 5, 7]",14,0,"['Animation', 'Adventure', 'Music']",9.0,1957,96,USA,False,False,90,91.0,,3
375,598,1,False,False,False,0,1,2,0.2488,2026-07-19 13:44:18.634975+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",2,0,"['Action', 'Adventure', 'Fantasy']",9.0,2003,201,New Zealand,False,False,9,10.0,11.0,2
96,500,2,True,True,False,1,2,7,0.4667,2026-07-19 13:44:12.525501+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",7,0,['History'],8.5,2012,165,USA,False,False,14,14.0,96.0,6
168,267,7,True,True,False,2,1,12,0.9411,2026-07-19 13:44:10.706306+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",12,0,"['Western', 'History', 'Family']",8.5,1968,165,Italy,False,False,15,110.0,111.0,1
479,508,4,True,True,False,0,0,6,0.4605,2026-07-19 13:44:15.980568+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",6,0,['Western'],9.0,1993,195,USA,False,False,12,,13.0,3
178,1635,2,False,True,False,0,1,4,0.2638,2026-07-19 13:44:29.320118+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",4,0,"['Horror', 'Science Fiction']",8.5,1979,117,USA,False,False,37,88.0,,1
141,760,5,True,True,False,5,2,14,0.9399,2026-07-19 13:44:29.320118+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",14,0,"['Family', 'History', 'Western']",8.5,1979,117,USA,False,False,37,88.0,,1
256,1707,2,True,True,False,0,2,6,0.428,2026-07-19 13:44:15.980568+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",6,0,['History'],9.0,1993,195,USA,False,False,12,,13.0,3
158,1767,4,True,True,False,1,4,11,0.4908,2026-07-19 13:44:10.706306+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",11,0,['Western'],8.5,1968,165,Italy,False,False,15,110.0,111.0,1
53,1379,6,True,True,False,2,3,13,0.8779,2026-07-19 13:44:10.706306+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",13,0,"['History', 'Western', 'Family']",8.5,1968,165,Italy,False,False,15,110.0,111.0,1
138,654,7,True,True,False,4,2,15,0.9868,2026-07-16 10:23:13.695771+00:00,3,5,3,2,1,0,0,0.7454545454545454,"['Adventure', 'Animation', 'Music']",156.0,1985.5,"[9, 90, 4, 7]","[10, 91, 5, 7]",15,0,"['Animation', 'Adventure', 'Music']",9.0,1957,96,USA,False,False,90,91.0,,3
305,1277,4,True,True,False,0,0,6,0.6875,2026-07-19 13:44:15.980568+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",6,0,"['Family', 'Western']",9.0,1993,195,USA,False,False,12,,13.0,3
322,1413,4,True,True,False,2,1,9,0.6904,2026-07-19 13:45:53.587264+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",9,0,"['Comedy', 'Action']",9.3,1994,142,USA,False,False,1,2.0,3.0,2
153,1293,7,True,True,False,2,2,13,0.9487,2026-07-16 10:23:06.403700+00:00,3,5,3,2,1,0,0,0.7454545454545454,"['Adventure', 'Animation', 'Music']",156.0,1985.5,"[9, 90, 4, 7]","[10, 91, 5, 7]",13,0,"['Animation', 'Adventure', 'Music']",9.0,1974,202,USA,False,False,4,5.0,6.0,4
486,1196,1,False,False,False,0,4,5,0.2347,2026-07-19 13:44:18.634975+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",5,0,"['Action', 'Adventure', 'Fantasy']",9.0,2003,201,New Zealand,False,False,9,10.0,11.0,2
289,1808,5,False,False,False,3,2,10,0.7113,2026-07-16 10:23:13.695771+00:00,3,5,3,2,1,0,0,0.7454545454545454,"['Adventure', 'Animation', 'Music']",156.0,1985.5,"[9, 90, 4, 7]","[10, 91, 5, 7]",10,0,"['Adventure', 'Animation']",9.0,1957,96,USA,False,False,90,91.0,,3
269,1416,6,True,True,False,2,2,12,0.8788,2026-07-19 13:44:09.115316+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",12,0,"['Western', 'History', 'Family']",9.0,1974,202,USA,False,False,4,5.0,6.0,4
350,842,2,True,True,False,0,3,7,0.4637,2026-07-19 13:46:18.730525+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",7,0,"['Comedy', 'Drama']",8.5,2011,112,France,False,False,98,97.0,99.0,2
362,735,2,False,False,False,0,2,4,0.5773,2026-07-19 13:44:12.525501+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",4,0,"['History', 'Family']",8.5,2012,165,USA,False,False,14,14.0,96.0,6
17,841,0,False,False,False,1,0,1,0.1634,2026-07-16 10:22:59.544167+00:00,3,5,3,2,1,0,0,0.7454545454545454,"['Adventure', 'Animation', 'Music']",156.0,1985.5,"[9, 90, 4, 7]","[10, 91, 5, 7]",1,0,"['Drama', 'Western']",8.5,2012,165,USA,False,False,14,14.0,96.0,6
224,702,7,True,True,False,5,1,15,0.9823,2026-07-19 13:46:05.271927+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",15,0,"['Comedy', 'Action', 'Adventure']",8.8,1966,178,Italy,False,False,15,95.0,,3
443,1846,7,True,True,True,2,2,13,0.9026,2026-07-19 13:44:18.634975+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",13,0,"['Family', 'Western', 'History']",9.0,2003,201,New Zealand,False,False,9,10.0,11.0,2
346,1878,6,True,True,True,1,3,12,0.7475,2026-07-19 13:44:29.320118+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",12,0,"['History', 'Western']",8.5,1979,117,USA,False,False,37,88.0,,1
120,758,5,True,True,False,3,1,11,0.6995,2026-07-19 13:46:00.875476+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",11,0,"['Action', 'Adventure', 'Science Fiction']",8.8,2010,148,USA,False,False,7,7.0,8.0,3
216,47,7,True,True,False,3,0,12,0.9134,2026-07-16 10:23:24.312005+00:00,3,5,3,2,1,0,0,0.7454545454545454,"['Adventure', 'Animation', 'Music']",156.0,1985.5,"[9, 90, 4, 7]","[10, 91, 5, 7]",12,0,"['Music', 'Adventure', 'Animation']",8.9,2001,178,New Zealand,False,False,9,10.0,11.0,3
204,1215,3,True,True,False,0,2,7,0.6148,2026-07-16 10:23:24.312005+00:00,3,5,3,2,1,0,0,0.7454545454545454,"['Adventure', 'Animation', 'Music']",156.0,1985.5,"[9, 90, 4, 7]","[10, 91, 5, 7]",7,0,"['Music', 'Animation']",8.9,2001,178,New Zealand,False,False,9,10.0,11.0,3
124,1699,1,True,True,False,1,1,5,0.4347,2026-07-16 10:23:13.695771+00:00,3,5,3,2,1,0,0,0.7454545454545454,"['Adventure', 'Animation', 'Music']",156.0,1985.5,"[9, 90, 4, 7]","[10, 91, 5, 7]",5,0,['Music'],9.0,1957,96,USA,False,False,90,91.0,,3
415,1899,9,True,True,False,1,0,12,1.0,2026-07-19 13:46:05.271927+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",12,0,"['Action', 'Adventure', 'Comedy']",8.8,1966,178,Italy,False,False,15,95.0,,3
212,1883,1,False,False,False,0,2,3,0.1901,2026-07-16 10:22:59.544167+00:00,3,5,3,2,1,0,0,0.7454545454545454,"['Adventure', 'Animation', 'Music']",156.0,1985.5,"[9, 90, 4, 7]","[10, 91, 5, 7]",3,0,"['Drama', 'Western']",8.5,2012,165,USA,False,False,14,14.0,96.0,6
321,659,2,True,True,False,2,2,8,0.4042,2026-07-19 13:44:18.634975+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",8,0,['Western'],9.0,2003,201,New Zealand,False,False,9,10.0,11.0,2
348,1115,3,True,True,False,2,2,9,0.6135,2026-07-19 13:44:12.525501+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",9,0,"['History', 'Western']",8.5,2012,165,USA,False,False,14,14.0,96.0,6
201,1481,8,True,True,False,1,2,13,1.0,2026-07-19 13:46:02.178915+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",13,0,"['Comedy', 'Adventure', 'Action']",8.7,1980,124,USA,False,False,22,23.0,24.0,1
394,792,3,False,False,False,1,1,5,0.461,2026-07-19 13:44:10.706306+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",5,0,['Western'],8.5,1968,165,Italy,False,False,15,110.0,111.0,1
292,89,5,True,True,False,2,2,11,0.9094,2026-07-19 13:45:53.587264+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",11,0,"['Action', 'Adventure', 'Comedy']",9.3,1994,142,USA,False,False,1,2.0,3.0,2
311,1116,7,False,False,False,3,2,12,0.9437,2026-07-19 13:44:09.115316+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",12,0,"['Western', 'Family', 'History']",9.0,1974,202,USA,False,False,4,5.0,6.0,4
145,269,4,True,True,False,0,2,8,0.656,2026-07-19 13:44:29.320118+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",8,0,"['History', 'Family']",8.5,1979,117,USA,False,False,37,88.0,,1
27,678,2,True,True,False,1,2,7,0.4513,2026-07-19 13:46:05.271927+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",7,0,"['Adventure', 'Western']",8.8,1966,178,Italy,False,False,15,95.0,,3
129,1967,1,True,True,False,0,0,3,0.4128,2026-07-19 13:44:12.525501+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",3,0,"['Drama', 'Western']",8.5,2012,165,USA,False,False,14,14.0,96.0,6
243,1312,4,False,False,False,2,1,7,0.7117,2026-07-19 13:44:10.706306+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",7,0,"['History', 'Western']",8.5,1968,165,Italy,False,False,15,110.0,111.0,1
48,126,5,False,True,False,1,0,7,0.7349,2026-07-19 13:46:05.271927+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",7,0,"['Adventure', 'Action']",8.8,1966,178,Italy,False,False,15,95.0,,3
493,917,0,False,False,False,0,3,3,0.2377,2026-07-19 13:44:18.634975+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",3,0,"['Action', 'Adventure', 'Fantasy']",9.0,2003,201,New Zealand,False,False,9,10.0,11.0,2
120,560,3,True,True,False,0,1,6,0.4948,2026-07-19 13:46:03.673328+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",6,0,['Comedy'],8.8,2002,179,New Zealand,False,False,9,10.0,11.0,1
92,1891,6,True,True,False,0,1,9,0.6933,2026-07-19 13:46:00.875476+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",9,0,"['Action', 'Adventure', 'Science Fiction']",8.8,2010,148,USA,False,False,7,7.0,8.0,3
326,684,4,True,True,False,2,2,10,0.7247,2026-07-19 13:45:53.587264+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",10,0,"['Adventure', 'Comedy']",9.3,1994,142,USA,False,False,1,2.0,3.0,2
293,1658,2,True,True,False,2,3,9,0.4089,2026-07-19 13:44:18.634975+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",9,0,['Family'],9.0,2003,201,New Zealand,False,False,9,10.0,11.0,2
392,719,4,True,True,False,1,0,7,0.6316,2026-07-19 13:44:09.115316+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",7,0,"['Western', 'History']",9.0,1974,202,USA,False,False,4,5.0,6.0,4
108,1962,3,True,True,False,1,1,7,0.6613,2026-07-19 13:46:00.875476+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",7,0,"['Adventure', 'Comedy']",8.8,2010,148,USA,False,False,7,7.0,8.0,3
222,52,5,True,True,False,3,1,11,0.6834,2026-07-16 10:22:59.544167+00:00,3,5,3,2,1,0,0,0.7454545454545454,"['Adventure', 'Animation', 'Music']",156.0,1985.5,"[9, 90, 4, 7]","[10, 91, 5, 7]",11,0,"['Animation', 'Adventure']",8.5,2012,165,USA,False,False,14,14.0,96.0,6
204,1791,2,True,True,False,2,2,8,0.4395,2026-07-16 10:23:09.555014+00:00,3,5,3,2,1,0,0,0.7454545454545454,"['Adventure', 'Animation', 'Music']",156.0,1985.5,"[9, 90, 4, 7]","[10, 91, 5, 7]",8,0,"['Action', 'Adventure', 'Science Fiction']",8.8,2010,148,USA,False,False,7,7.0,8.0,3
26,1845,5,True,True,False,1,1,9,0.7556,2026-07-19 13:44:09.115316+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",9,0,"['Western', 'History']",9.0,1974,202,USA,False,False,4,5.0,6.0,4
338,1656,3,True,True,False,1,0,6,0.5094,2026-07-19 13:44:10.706306+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",6,0,['Western'],8.5,1968,165,Italy,False,False,15,110.0,111.0,1
207,1347,4,True,True,False,0,2,8,0.5054,2026-07-19 13:46:05.271927+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",8,0,"['Adventure', 'Western']",8.8,1966,178,Italy,False,False,15,95.0,,3
433,1692,6,False,True,False,3,2,12,0.9581,2026-07-16 10:22:59.544167+00:00,3,5,3,2,1,0,0,0.7454545454545454,"['Adventure', 'Animation', 'Music']",156.0,1985.5,"[9, 90, 4, 7]","[10, 91, 5, 7]",12,0,"['Music', 'Adventure', 'Animation']",8.5,2012,165,USA,False,False,14,14.0,96.0,6
283,1792,4,False,False,False,2,4,10,0.494,2026-07-19 13:46:18.730525+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",10,0,"['Comedy', 'Drama']",8.5,2011,112,France,False,False,98,97.0,99.0,2
317,123,2,False,False,False,0,1,3,0.2728,2026-07-16 10:22:59.544167+00:00,3,5,3,2,1,0,0,0.7454545454545454,"['Adventure', 'Animation', 'Music']",156.0,1985.5,"[9, 90, 4, 7]","[10, 91, 5, 7]",3,0,"['Drama', 'Western']",8.5,2012,165,USA,False,False,14,14.0,96.0,6
108,1256,8,True,True,False,1,1,12,0.9564,2026-07-19 13:44:12.525501+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",12,0,"['Family', 'History', 'Western']",8.5,2012,165,USA,False,False,14,14.0,96.0,6
167,112,2,False,False,False,1,2,5,0.425,2026-07-19 13:46:18.730525+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",5,0,['Comedy'],8.5,2011,112,France,False,False,98,97.0,99.0,2
454,618,8,True,True,False,2,1,13,1.0,2026-07-19 13:44:29.320118+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",13,0,"['Western', 'Family', 'History']",8.5,1979,117,USA,False,False,37,88.0,,1
82,631,5,True,True,False,2,1,10,0.7466,2026-07-19 13:44:12.525501+00:00,0,8,3,3,1,0,2,0.6176470588235294,"['Family', 'History', 'Western']",190.75,1995.5,"[9, 4, 12, 14]","[10, 5, 14]",10,0,"['History', 'Western']",8.5,2012,165,USA,False,False,14,14.0,96.0,6
431,600,5,True,True,False,2,2,11,0.7392,2026-07-19 13:46:03.673328+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",11,0,"['Action', 'Adventure', 'Fantasy']",8.8,2002,179,New Zealand,False,False,9,10.0,11.0,1
105,1834,4,True,True,False,0,2,8,0.6372,2026-07-19 13:45:53.587264+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",8,0,"['Comedy', 'Adventure']",9.3,1994,142,USA,False,False,1,2.0,3.0,2
11,1947,4,True,True,False,2,0,8,0.6605,2026-07-19 13:46:00.875476+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",8,0,"['Action', 'Comedy']",8.8,2010,148,USA,False,False,7,7.0,8.0,3
343,1240,6,True,True,False,2,2,12,0.7315,2026-07-19 13:46:03.673328+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",12,0,"['Action', 'Adventure']",8.8,2002,179,New Zealand,False,False,9,10.0,11.0,1
49,1648,7,False,False,False,2,2,11,0.9428,2026-07-16 10:23:13.695771+00:00,3,5,3,2,1,0,0,0.7454545454545454,"['Adventure', 'Animation', 'Music']",156.0,1985.5,"[9, 90, 4, 7]","[10, 91, 5, 7]",11,0,"['Animation', 'Music', 'Adventure']",9.0,1957,96,USA,False,False,90,91.0,,3
80,243,5,True,True,False,0,3,10,0.6934,2026-07-19 13:46:18.730525+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",10,0,"['Action', 'Comedy']",8.5,2011,112,France,False,False,98,97.0,99.0,2
78,1195,5,True,True,True,3,1,11,0.8514,2026-07-19 13:46:05.271927+00:00,0,6,1,1,0,0,2,0.39,"['Action', 'Adventure', 'Comedy']",160.0,1980.0,"[1, 15]","[2, 95]",11,0,"['Adventure', 'Action', 'Comedy']",8.8,1966,178,Italy,False,False,15,95.0,,3
